Key,English
dkGSKTNMExplrRwdmetalSignLetter_2,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_2\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_3,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_3\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_4,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_4\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_5,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_5\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_6,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_6\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_7,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_7\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_8,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_8\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_9,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_9\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_a,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_a\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_b,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_b\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_c,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_c\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_cross,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_cross\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_d,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_d\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_e,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_e\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_f,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_f\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_g,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_g\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_h,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_h\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_i,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_i\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_j,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_j\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_k,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_k\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_l,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_l\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_m,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_m\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_n,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_n\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_o,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_o\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_p,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_p\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_q,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_q\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_r,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_r\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_s,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_s\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmetalSignLetter_t,"[TheNoMad:WorldExplorationReward] Block: zGTW00360BLKmetalSignLetter_t\nThis exploring reward requires 360 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
